Cuisine,NumberOfReviews,Rating,RestaurantId
mexican,138,4.0,njV8tFM7PivgDhWng_Lb6g
mexican,226,4.0,pOgAM5F7zTAW7Y_sCjycWQ
mexican,376,3.5,cqzTgTxWn-_NJBw6EGPKfw
mexican,50,4.0,FrYsIO_pXB6csWkvy-nfbQ
mexican,280,3.5,xGoSAOhQBNdJMJmPn7CMDQ
mexican,134,4.0,9ijkw9x8oSSSnsUo5uR4Xw
mexican,142,4.0,0Y8dv9UHGquFkWlVK7PdjA
mexican,83,4.5,8gmRUYZIcfmWl0pFB60tpA
mexican,480,3.0,OoFr5pilPnfIhH5Uvj7aAw
mexican,101,4.0,jeWIYbgBho9vBDhc5S1xvg
mexican,251,4.0,VsqHs36uLxhqmjo60r1aJA
mexican,365,4.0,Yilk_Ucz4L6w9EmvAS2gHg
mexican,26,3.5,SbSfNyGKyarQC-ixuIn7fw
mexican,143,3.5,BjJKFJkC3V9vXgr30GL3vw
mexican,675,3.0,RyEd54MOTc5OcYtOiDt11g
mexican,63,4.0,mbypsN1lvR1k__cJMkn51w
mexican,219,3.5,Nj4x1DEPDk2gCxm3h_AkKw
mexican,101,4.0,2kPGo5wA33eBJj-OzA96tQ
mexican,26,4.0,5C380xgCBJ9QEkSnyLCd0w
mexican,71,3.5,xmbBNjDuGEyeQFTkQPHMLQ
mexican,3,4.5,bly3jHNlMEiNCDTYB-qbrQ
mexican,416,3.5,DyraY-I4fsow50n9MNbwnQ
mexican,92,4.0,uwUzZf2IQFVb5puJuNd9rA
mexican,667,3.5,1m6viubAWUgsTgguIrJT6A
mexican,185,3.5,-pW5tF7cLZqM7BEpxTapkw
mexican,259,3.5,v8tuFxvNkKdZytWTn9BhMA
mexican,165,4.0,TJCyocLYrUBfbf8r0DaBXw
mexican,222,4.0,phfxciZ6-Hch_HbW_tvm_A
mexican,134,3.0,2jOmLcfVsSScZCzlCFR4mw
mexican,253,4.0,hmx8vUMYJPTbfgN8c7A5LA
mexican,55,3.5,PbLGoaIkihF2JPnVRFtxxw
mexican,80,4.0,_URXTaYBbd2XX5qJbDkKAg
mexican,195,4.0,KyOtOluTH8c8SICpf85thg
mexican,156,4.0,XO6IbZn2oxonPrfcXHK4HA
mexican,118,3.5,sA1BRfKeVivN63XZDInrRw
mexican,136,3.5,_gwi6OqeNiTmWUBf1lcRGw
mexican,251,4.0,qQIF8nQE1eliKObIlFvBaQ
mexican,90,3.5,uLWp1QR_W2WJImMnB706hg
mexican,23,4.5,b_3yI7FXcIle71lD9Tulww
mexican,278,4.0,hAqVb9_eVaijpAJknfhZug
mexican,84,4.0,m3C3d47Bh4NJHGXvT6Rqbg
mexican,8,4.0,azzY-Z_inGaS3ymEh50vwA
mexican,44,4.0,qGpDDZKwlkuJNL-OurWivw
mexican,32,4.5,0Nu2kmbWnfP7GD-NZ5h3fw
mexican,188,4.0,X0IWYIpyp-eeD783EqVGWw
mexican,46,4.0,Xod3ODMcVvAgZR_tS8LJVw
mexican,1093,3.5,QwL5LS436Xjo9MHFi2rc-g
mexican,70,3.5,QP77bL34-vftZFZZC2N7sQ
mexican,171,4.0,mfJaJSspapkcL2MIsNuUjw
mexican,654,3.5,1nR3kKOs938gcgnw6p5wjg
mexican,28,4.0,7l0uy47dEHXg2S1lA1s-EQ
mexican,218,4.0,Sk-mHDPvuvlCjT1BGKoH4w
mexican,21,4.0,UQ5gXOihecwqEWW2vfv0BA
mexican,65,4.0,nm7uUS4Qa6xB-VMm1bnbEA
mexican,6,4.5,B2RP0JwTBsQhS1n5_DQG0Q
mexican,150,3.5,FkA9aoMhWO4XKFMTuTnl4Q
mexican,533,4.0,oSFL1AVZYouS4YrDjoLyLA
mexican,29,2.5,NjUWKAhO0JG7z7Xr-QCS_A
mexican,328,3.5,0o0s6bUIuy0LTGNR3xYzzw
mexican,366,3.5,2hmhZim4bX2lbjPSNc7LaA
mexican,12,4.5,0MqKMvDvmw6s3mnycYLcog
mexican,9,4.5,1a05ax5TsfdJo4YWUlHowQ
mexican,140,3.5,VREXC353INWXdSyTYvt8Lg
mexican,16,4.0,vvev861zA81pk7GluKMddw
mexican,67,3.5,Ai2mbsb0cYZoMWC3DAAP3Q
mexican,233,3.5,Sd8cNodYP1fmeJ3BA_sTqw
mexican,20,4.5,vrqYwnxpJng6c85_OdZMSg
mexican,343,3.5,1UqrqRx_35w87pQeg17Gqg
mexican,6,4.0,YgLnMlaFhnZGLHEyF2D_Eg
mexican,208,4.0,r5NT8-nV4py2c-mppTKucQ
mexican,6,3.0,leUXBmQM20wyhcWrNS68gA
mexican,24,4.0,_8ID_2uUGkhOEVUEzNH47A
mexican,9,4.0,vxbYJh2hpNrNcdO_z781cw
mexican,30,4.0,RjblkxUBTtzG-tcgFyCofA
mexican,69,4.0,IE2GLzjRVMSxqmvE_zlq2A
mexican,39,4.5,m8z1eTTetr-JbSM1HU2t6Q
mexican,29,4.0,2h9uosx5vBHWJR23T0PhqA
mexican,37,3.5,Jw6nTaia5rdxefvg5tQ9uQ
mexican,236,4.0,J9pgjC191T-odCmTAG-grQ
mexican,12,5.0,g2LFwlFjAd9RdGC3zxwkYQ
mexican,75,4.5,tK_4ECZ0EPIhW8588hfn5g
mexican,395,3.5,bHJWjEg_sGjrlSHIOX6Mqg
mexican,205,4.0,6rM-N1SBbKPC7DWZNg5awQ
mexican,11,4.5,BkBTo5jX5npVxtmc1rrKUw
mexican,134,4.0,jQjQHNAM8xXB73kFkfg9kA
mexican,10,4.0,60sLpAHHl-IvANGTRzfCow
mexican,36,4.0,rNldYbdOcJRGmLgD29ZELA
mexican,430,3.0,i0CffTc5rmXjQOqq7g3I6Q
mexican,215,4.5,rHp_v8fU82U93hYPj3L_3A
mexican,69,4.0,6Dyvbe04UjeNTh7YbykZ8w
mexican,630,3.5,3DNtS1_3gobrYQBAwDx4DA
mexican,308,4.0,jzVv_21473lAMYXIhVbuTA
mexican,35,3.0,UVDCFAjuDFZDHt1vGLl__Q
mexican,95,4.0,RLjlJPtciMdE2nEurLmmNQ
mexican,209,4.0,1Ylu26XW3F6gSJWdFw6-8g
mexican,161,3.5,xWLSJOiN1mMRHmBmHyjAfw
mexican,68,3.5,DjtjAuN5jWd_ukx0YWUFWw
mexican,77,4.0,hcI6TVxFyVNEPXg3rF1bQw
mexican,129,4.0,j4QECkHqVZzTfJVdAmy7lw
mexican,111,2.5,7B7lFbjmXqim9LCpr-jBQg
mexican,433,4.0,iUOijKvgnv_4Iu758CqlOg
mexican,190,3.0,xIi-TO8iDQCy1ZSHe11_Zw
mexican,11,3.5,deeYRHT_KImu4ueu_qCQEg
mexican,354,4.5,k3iUNUGsl-xpQ_EsOfTadA
japanese,11,3.0,IT8X2pHUih-pBMzMN9n7Rw
mexican,140,3.5,E_oFzRY-7j9T04qHkORCsw
mexican,241,3.5,FavssEgZjXFi2unEXePkVQ
mexican,144,3.5,4sHkiQ0qURBjL_gVLQbGPw
mexican,610,3.5,jFYEsw6_4y4VMpSVB863sw
mexican,3,3.5,_iudQMDLRlhLGe35xSeWRw
mexican,117,3.5,xN4yKQMzo3PIoQlFamUOLQ
mexican,612,3.5,5LO5C4doYF_UP2OB29zYMg
mexican,98,4.0,AgHjo6NP9VTuAU8jCKFHjw
mexican,960,3.5,d7YbQzGlmawMGAzUHzZvuw
mexican,84,3.0,HiO_eEu1kwUDM30YEjoG-g
mexican,72,4.0,-Qn5nXGhxWHNePA0dYmPSg
mexican,324,3.5,J_9-q-WFMWg5swNVzzZ_XA
mexican,539,3.0,zVvEFNvlyBbQ6edjIE2gBg
mexican,189,3.5,aIigHZBgXDHXalBZMRHsvg
mexican,20,4.0,uGUXV74PbdcYeHEqntDh2w
mexican,28,5.0,jF9hIgD5MvZBXyKvztUtSA
mexican,6,4.0,mpGDqwli5h03SpCnJfbbPQ
mexican,32,4.5,hR1bG0jgd2_Z9Q5L6siTEw
mexican,245,3.5,xlv_CcDXH1hkG4Wq5mECkQ
mexican,83,3.0,6k6PRNSLnExNes-iGcu1EA
mexican,3,4.5,h9XrjdkLOtkUi5tDWyCdOQ
mexican,145,3.5,6ptX8V8WW_IzhHXLJ4SRAA
mexican,94,4.0,NXjCypQNl7tBrdR3gkFqdg
mexican,9,4.0,Irajo1p3HkygjlhDiIZ_hg
mexican,352,3.5,uipFunIVqRWwopfEvrscyQ
mexican,6,5.0,tk5cnLJDAlUmX_ZYBGzw1w
mexican,26,4.0,4EGq0GMAJwGIrfhVg4PxVw
mexican,27,3.5,a7QpqI_WDjo6fiedXlKpfQ
mexican,336,4.0,DQuwci5xgJxXx7dxxp9FBA
mexican,218,4.0,4c4Uwb5yUqXJ-inkcDinIg
italian,110,4.5,bwvd5ZwBTXdpCwJktU-P8g
mexican,31,3.0,drHqgDkBC5lDv1Qge1IyZQ
mexican,287,3.5,KtzxoHCm9N9QJi31TNjbhw
mexican,212,4.5,6Pa3-9piblDJu0l8u84Jhg
mexican,237,3.5,A1tXlvO0BsRhCnujvSuKkA
mexican,42,4.0,hLXOnp4TB7M0VllhqeqBJQ
mexican,73,3.5,FeSZi6LBCcAIipoSua6dXg
newamerican,248,4.0,tuP7STBjszTvKcQLeFMnkw
mexican,86,3.5,5-PACrYhXSUcji3rX8zu3g
mexican,26,4.0,-ZQfIRtViZowsgaBZfsG4Q
mexican,7,4.5,USbP_ZBNSP0h_gja_xob5w
mexican,96,4.5,yvva7IYpD6J7OfKlCdQrkw
mexican,7,2.5,1HtZsm9iltPJYNeUE5uSnA
mexican,187,3.0,Cn0aZzeIrulN6N4OF7eMdQ
mexican,65,4.0,Z3wa8EmAr0yfihPZZMLE_A
mexican,380,3.0,5Ia7a72M6b8ht88mD_E3-A
mexican,332,3.5,t9JRIzyQoJU29WeVBLU7Lw
mexican,528,3.5,NcIUA8l_kmbPEwqI9lzELg
mexican,189,3.5,vFS4XkHymNm0agxIVf2mhw
mexican,46,3.5,VxfrYW5Ha8jMDt3CCudLfg
mexican,206,3.5,4yEZo9Ei4NZB8nUCCevKgg
mexican,186,3.5,0oRYwB_SLqjHptvUQwwe2w
mexican,359,3.0,hrswGldQVdR9OJRtqp0TxA
mexican,22,4.5,Wlj9n6dT13EwteluUBACXA
mexican,6,4.5,L1-qxIGlGqad0mLWhW1PUg
mexican,11,4.5,OYLap8kSwmpGiYSZPl_GnQ
mexican,28,4.5,bx6z2FgYUxElWDvGyeFKiw
mexican,64,3.5,rKhwtWGawgIXnTVW3Nl3YA
mexican,129,4.0,dh3px6yeYcUUN_WkzXxj7Q
mexican,12,4.5,V7K_-h2EzCjoAWxsHiLXQg
mexican,62,3.5,8Gg_SoA5TA7pLNB-xuPhPw
mexican,69,4.5,GNdUcCQH-7pnE2gT8Aq6-w
mexican,365,4.0,zRLNm8U-KGMeotCaE5Xaww
mexican,59,3.5,4bSYj9nl_mAXIqpA2loIag
mexican,21,4.0,q8YAM38nAsVoRcWOER9I9A
mexican,572,3.5,HKBJGt04_ZSdiIWA_6J8kQ
mexican,16,4.5,ojABtG3n4R7z9HxPOvfexQ
mexican,31,4.0,tt91_FxQHt2H_cmVbWFU_A
mexican,17,4.5,y3-70vWvjH7TY-XONHijtQ
mexican,18,4.5,9kT0F2cA8FIMZqBPQTSr8Q
mexican,2,5.0,-TpP6yRSkcgGhcrwK_V98w
mexican,93,3.0,WAJr4rYfUyVct2bHLExqaA
mexican,5,3.0,e9nKK7tldpI2o_9eHZ2y6g
mexican,24,4.0,BRqPr7YpcQCu23e5i__Frw
mexican,349,3.5,VThwGCuC6JVaxAgnmuJDRg
mexican,45,3.5,hMZvA0frin8K1dTtRCm9UQ
mexican,156,3.5,gLar0VXuQDv9MKGU_ooqGg
mexican,161,4.0,wO9FMvtYqsJoYrnHDASE0A
mexican,459,3.5,rWhN2fYnfgJctQbuFPSbdQ
mexican,335,3.5,_5BoZ_C5zEl5M_MxT1W39w
mexican,6,5.0,UnpKXwYRHGAU4HNNN7__-w
mexican,373,3.5,B6bEkY9sJ_GU2pD2Rwb4gg
mexican,100,3.0,AABqAsYdRI9gSyU1gStdxg
mexican,79,3.5,mgl-H8o6Ld4B3Zlrv3_bYA
mexican,386,3.5,hV5JjlaSFrXezfZLHSaWeQ
mexican,26,4.0,iUsk8CPoDyoBmwVdU1_9QQ
mexican,338,3.5,bCCW3DOK5vDR6x4qb2YzFw
mexican,6,4.5,fz-d4WXR59kq42a-Lgmb7A
mexican,3,4.0,g1vMSAQPakiuwnphjJVohQ
mexican,496,3.5,zjnnccSIpMdx5fN-MxAr_w
mexican,39,3.0,_XPusO4eMV3L9TiD38I4gw
mexican,39,4.0,xAP5LWPsd9aedbuj8vo8_Q
mexican,325,3.5,PsYY7NHs5cFEI5hW5IZUlg
mexican,4,3.5,mg8KOjcqbUcS2Zc_mGNdjg
mexican,7,5.0,X5sTOOvtKgZHd5F6-Usr6g
mexican,72,4.0,8ptywurhx5lYbXB0TmjMFQ
mexican,1,5.0,5unNdabhETOzCjz5L3FWmg
mexican,419,3.5,bbb6QZReetkrrubqGWJokQ
mexican,68,4.5,0tzK7l-DWDpG5UrYKL_mxw
mexican,316,3.0,jgFMmMnwipOBv8jOUQpjRQ
mexican,12,5.0,YOuxIvQh4RbX14Sh98m74Q
mexican,21,4.0,vySCsap61EhXrspq6TqaUg
mexican,41,4.5,_VXlKJEUEoP0wG6ZxruteQ
mexican,88,3.0,oVErTSAtA-DgyKoncr8NkA
mexican,5,3.5,5ksp2mp2s6MEQA201sRaXA
mexican,46,3.5,7xY3vxBy7yFF5dVAi-6hPQ
mexican,38,4.0,ONUgIihg-ROELPgKiWfs7A
mexican,35,4.0,J7hRmPAGnOcd2OJsN_eV9g
mexican,50,3.5,wFfRYO2rlEP0nUfLliuJEg
mexican,6,4.5,14gt2epj7Tbbcu1HRwjwBw
mexican,353,3.5,ojeMH0rbOOMx9ajChbVkJQ
mexican,5,2.5,lO6pSL1UeWm7R3ovDuClgg
mexican,244,3.5,xBx9GgsH2Npbcp7foPobQA
mexican,107,3.0,GeL6wGdzhdEhuIFQau3ocQ
mexican,193,3.5,CaFkfhLxjzPAxS9-G6lNVg
mexican,62,4.5,DGa4PysLx10aRnXqRQ4Cng
mexican,6,4.0,muBVnr4xZD4mCn4VF4BKHw
mexican,29,4.0,03TL_ZHn2NmNoejTTXTD3g
mexican,71,3.5,bVi0Rk_GfkrJJELLXaqEeA
mexican,1,4.0,3BKL0oAAAz4viDGbqYvvcQ
mexican,628,3.0,zxMoUHqFiI3rKoKdY8SFwg
mexican,13,4.0,NMvGg6AwvEMUEjIF1z9Ghw
mexican,21,4.5,01QgNCtuW0rZXlwY8dGCrw
mexican,31,4.0,Po8p45GKZ4JFycI3ZSAwig
mexican,4,4.5,k_OWePsMoly3PjH3lIYMMQ
mexican,281,4.0,H-EZ1g_3M8oNHctGjnddwQ
mexican,537,3.5,VIIfYEzIppjps0K_J_8zLg
mexican,57,3.5,WyeBhonhjnjzzpuPJ1euvw
mexican,55,4.0,v9u61QOTbs6RqZC1iEQtRQ
mexican,223,3.0,j9tAoiEsgSS85QV04pY3lQ
newamerican,25,3.5,ywQzvW5TT6hj1tbiwE4M9w
mexican,19,4.5,ExQfm2tIiqHst798dXbUIw
mexican,20,3.0,dlPGWZdnYiOuwuS9u_CbGA
mexican,9,4.5,c6hgNqha9xjpfM6A4POALg
mexican,6,4.5,dpWHRaZ_PfwIyeQRDOeOyQ
mexican,70,4.5,qLh8nLAg8UZE-5Cn_ctCLw
mexican,175,4.0,8_4S2ZUViG_gYoURPENTuA
mexican,91,3.5,q676_lJf_DMZGlDRP-9TPw
mexican,38,4.0,GuqvwAFpjjz3m3vicbJBTQ
mexican,175,3.5,17F3KNRiGTPdDonxCEL5-Q
mexican,303,3.5,CEUEvlh2jDfGpj-2BuTInA
mexican,280,4.0,UmY9dyGOclJ0tGbn1IozlA
mexican,49,4.0,AUm7If5Cbvy20AnmyxE-xA
mexican,441,4.0,PAJdNrD4HFBN16OAFeDx4A
mexican,96,4.0,oNYP0AFOSw_oZEHkF_f0kQ
mexican,224,3.0,aStZY21Qmtzm1IS8y1_81g
mexican,18,4.5,6eihmCzFJvolelWSW7-VPQ
mexican,12,4.5,YS21bp9Wp715X75r7eTzxw
mexican,28,3.0,nHqiBVlknr_LB5A00ynijQ
mexican,62,3.5,TC61f2--clpc5stluHkBJw
mexican,96,4.0,LXeUqlG7z4_jZG6rXvhnzQ
mexican,198,3.5,g2uaHoIX1e1Y2E63t6DLrg
mexican,47,3.0,6_diNjI8MJUWDyYT2mjvSA
mexican,3,4.0,6NBXf3fOJYL365PoaD2qAA
mexican,226,4.0,vsQjfOXS10MQ8_CZ3amhVQ
mexican,2,4.0,3oDDddw8eggbiEkthCRK1w
mexican,31,4.5,9YQAFztjRb1WdEr_kCBVAw
mexican,7,4.5,d8QeS1gUQR06daD4UOR-CA
mexican,41,4.0,MxrjY6myVl8vK0YvCT4r4g
mexican,69,4.0,H08vCdbcP3oy0cBEKqM5KQ
mexican,29,4.0,lnvvEay-dxakpiscM-dZbA
mexican,261,3.5,XJ8EaZig8kn5z984eeoCRQ
mexican,202,3.5,WE064Ln20S4MQVT1hETCCw
mexican,4,4.5,99-sztsdc3Xlpw_Lc5F5Ng
mexican,5,1.0,wx-UqzpSzZTENGfasBm65A
mexican,11,4.5,h6av58AtWYPrMf5V72Kdug
mexican,104,3.5,9qOUxAQD6Tasr9TVUlSvdg
mexican,21,4.5,4QVG74AmkmhjE63-gwyWow
mexican,238,3.5,rPTtQ-FO_F9tMJDl3m50Bg
mexican,154,3.5,oZ9cRTtb0dqDT_KcMdMvoQ
mexican,160,4.0,Jh6bSOaw0ftGh9ONiwr7nA
mexican,37,4.5,sBP8072dTkHDHyS8MTaZcQ
mexican,18,3.0,w1kb4IQoruFofYuZzVTJjA
mexican,64,3.0,SiwsLmJ_7sxt2C7S-8muTw
mexican,5,5.0,T0ZLnzByb3z0VYQ7hd1icA
mexican,7,4.5,8-boHR8m_gWYHF4XXasYbA
mexican,155,3.0,DmLmy-enZs9wOWhFJF3p5A
mexican,24,3.0,5f9_1CFIvmPbtrs4znw7Lg
mexican,58,3.5,9laSSXnr4F16gURfUBbZTA
mexican,3,4.0,6tAEX0-DoDu3VNv4J85qog
mexican,480,3.5,ub2VfE7SRLJABAClzGZp3A
mexican,7,5.0,4LtYkIqywyns24DbE02a8g
mexican,81,3.5,hRiemFSaUuTuYexm1dvu0g
mexican,9,4.5,r23ZiJmpBWBIvQlT069atw
mexican,14,3.5,vFe8ekur1Jgq8muvWAi0LQ
mexican,89,3.0,ENkPMKDMz_c308FB9EXF7A
mexican,229,3.0,JzUg9hbxpAbyvs0JzbFruA
mexican,25,3.5,hUo4q9yZmZTyI-GECcP7ow
mexican,342,2.5,YjAM0lKyc_ysySljDLfH0Q
mexican,147,4.0,1vkYZbdwMpqteI8x_sS68g
mexican,148,3.5,kwknIGiHza2sjdt-bwPGwQ
mexican,42,3.0,b1YI5HyveAliyFh7Tuiszg
mexican,116,3.5,UJYLVyqur-3dX9DtUDkzrg
mexican,1,4.0,gYKS0rV9G0dzYmYOY5Ph6w
mexican,9,4.5,LV_DKhthhOYbZF-nHvzEyQ
mexican,445,3.5,YKAwpTnKO-n5vB9-pqaCLQ
mexican,227,3.5,ZIfh0Vv86ktGZDdM3YME-w
mexican,67,4.0,RNYpDA-Dd9HPEPU0Eo7fhw
mexican,76,4.5,DnvW3-wKaY1foT1uBz-aIg
mexican,61,3.0,-RGiP0Hboxsq7aRCbpdadA
mexican,619,3.5,frWu5KfSULdCHd0GmA-ytw
mexican,189,3.0,sbdRT4UyIYTFrXfCKraAhQ
mexican,285,3.5,4IE9hPuy5QIWVdaETUEG_Q
mexican,35,4.5,9tlYA026rvZ0m6OBUeZX7w
mexican,38,3.0,L3eLMxaY5iZIxlSYgU-w_w
mexican,18,3.0,OjQw8oJGE1m-g0gCgm4pLA
mexican,320,4.0,sLWWrz0iteDNQQJJ21FBUw
mexican,2,4.5,GVc1Eh-Welogn5qgaK-PFA
mexican,3,4.5,PFJSFsR6c3w6ibccZ634ug
mexican,2,5.0,TlrkRdpXjSG-4RdabVD_PQ
mexican,135,3.0,xwOhe0kIfB-ogOkxRcKtVg
mexican,183,3.5,Ay38C7i2ziGjjoG9Q6Bo0A
mexican,100,4.0,mY_dEQM9poopjV0y4Hvnww
mexican,176,4.0,yqU1-chsjix3T4EMY2MyxA
mexican,2,4.5,lL5DgsvOuiI8nMQcjK1bMA
mexican,105,3.5,MEmKGwYjjkoibhNd_Tdtbw
mexican,46,4.0,iGIBOJw2Z7-n7MHKy-RT5w
mexican,2,4.0,mBXOKTfxcIrDBEoVTbkxpA
mexican,43,3.0,8MuksQTgBH-cm39lgD_OYQ
mexican,130,3.5,CDHPw3Jb7iFsNOPIDWNhLg
mexican,3,4.0,fMjB4RkJ_FLd7nkaGOyJ9A
mexican,26,3.5,vMTTFjgFKKua4VuAFX393g
mexican,63,3.5,PZM0lwv0i0ZRpyzioRU8SA
mexican,42,3.5,GsMmzzzGATnAnMP-HmYSqQ
mexican,28,3.5,LadVV0-x3FK7yIagrezX9A
mexican,66,4.0,snORfbD1AkFlRtlITvS_YQ
mexican,34,3.5,GXK3j99VZK-7JJ0YrtIR0w
mexican,36,3.5,uZ6nRdD3_XX51vu3ihYyzw
mexican,128,3.5,9vISn2VuyhBgB3C1I6pyvw
mexican,6,5.0,nV-LbnEV_2OwXvXRany1sg
mexican,36,4.0,gKJ-rb2di7fPGIuIjF0ylw
mexican,2,5.0,tQDQ_hR2NNXuvkgNDc0obw
mexican,9,4.0,hrqL3hPt46Sz4tDCd2dwQw
mexican,86,4.5,veeKjzzHsO9e4wKLxpuhtQ
mexican,19,4.5,mJVO64T1WWzJYvNlbLSQNA
mexican,227,3.5,V7_IQ1ab69JilAlgrSnMXg
mexican,152,3.0,v0vKiXBcrTGD3jR-tf8ujA
mexican,9,4.5,JRuneSzfLdQU0UMNM3BefA
mexican,239,3.5,vZZK2TY8_oZefgSYbgtYAQ
mexican,49,3.5,Fdef_OQU2h9cCu9wsDA9tw
mexican,763,3.5,jYAqup9AF9N9wYAWYanZ-A
mexican,40,3.0,bO8x1Xvtyj4_gUxtX-sjrA
mexican,684,3.5,x9wa2M7gvf32swUSBP3uXA
mexican,4,3.5,jg5gzvjMO1-bNLI9NuP-4g
mexican,161,3.5,p7MviobRqz5rvdzmsjBdEw
mexican,48,2.5,TBMDCBzOo6vQzqI1G0jgEQ
mexican,655,3.5,5Ota_iMwlPLPrap-KfQrgw
mexican,284,3.5,ir1jLDagZiMaHo7My4oUDg
mexican,5,4.5,ePdAQHh3ZlktMZ4YTLWpwg
mexican,17,4.0,U5zFfGUDhuJPdZsBzcZ35Q
mexican,15,3.0,c8c80FVXGUE7aPGurux3xw
mexican,86,3.5,Q10FeFs1mtNchv1NbNcsLg
mexican,1,4.0,-CHRGN6TUnWHuYXmZpCIIg
mexican,117,3.0,iVjmB-Ei6s5oljif0VQxvQ
mexican,175,3.0,HwDu45zV90Wmprn6sPttCQ
mexican,25,3.5,XVFoTK6WP94dlwWTew89kQ
mexican,12,3.5,iEvK-vJz9S9DIy25SnUT4g
mexican,27,2.5,ddaUQkqC53gzOGbMrdVqig
mexican,2,4.5,l5F-oBspaxC7hqpMObcSkg
mexican,147,3.0,DhivGpHqgPy1f1gSXhrvPg
mexican,3,4.5,0lkWB7QbmeXYHBL6bbecQQ
mexican,82,3.0,MRF4bNFPAyHe2rMS1yZobg
mexican,18,3.0,IZfGMU1rRtXsiqfojsS-Gw
mexican,54,3.5,T30fVIwEeJMvJQm9tikXbA
mexican,8,3.0,zwi1iX5X6fCWCKl3wt75fA
mexican,201,3.5,HLPCElXTqPD6JERdnJM_gQ
mexican,19,4.5,sNr7HL0CE9AJu_SJNfRBZA
mexican,129,3.5,R4L19kfjFVoJoiRw_nXmqg
mexican,5,4.0,nLGaT5Uqe7xnSvXCuesiYA
mexican,21,3.0,wxinBSmutHlOpsSAWu-lOw
mexican,48,4.5,uOaiLIkwFbOOAc0xoW81XA
mexican,7,4.5,vQKwk9tZZrdFQ4KiYggfjQ
mexican,347,3.5,OG_P-C9fK_0Y-YYwwKfxBA
mexican,4,4.5,orlKht_5oVoL_4UfwJ57LQ
mexican,5,3.0,zOE_WOF0qOUtSxH_s9NTRA
mexican,478,3.0,LyCE268_fz_MAZieFZY1lA
mexican,147,3.5,rkPpLoJKMUTNmd-uyqfq1g
mexican,34,3.0,PtiKYwe-8DlwNOabLKgUpw
mexican,7,4.5,mBFnE5EDUwpZiEsSf_1piA
mexican,1,5.0,9zDsowzRt5Dx9MXpt6WJzw
mexican,24,3.5,V1DdkgD8O2B33GruALTBNw
mexican,306,3.0,h7_M3CISwvFVqgLG8xcSbQ
mexican,1,4.0,b333HcGIvc0EBmumNmKkZA
mexican,84,3.5,WZLhPYaYSFy7M_-Jh1VuNw
mexican,2,4.5,69X4XVef3NRV_LlIvEuXug
mexican,5,3.0,gCgs7jvLL__s4tzQUK0s9A
mexican,3,3.5,zFoYn0W7VJdAms-wXNWLzw
mexican,1,5.0,IrXmnf_RLpSsiRNH4G8LHw
mexican,407,3.0,wtQHeGI3L04xCJ5jODsRlg
mexican,14,3.5,rmvjFa7yaIEh6ASQkAHz9w
mexican,155,3.0,EU7d7_D9cQuSWL1iFvFz0A
mexican,225,3.0,gCwbwgUkihSjK75EpzwWHQ
mexican,8,4.5,8J5Nq59GFqWEcKDQlRZj2A
mexican,26,3.5,QcyaduBa1llS3LlLfVKjZg
mexican,120,3.0,3_8uwehn3Pie7WC0lfmOqw
mexican,502,3.0,2WjCRp9PwNzM-6HrY1V2Gw
mexican,32,4.0,ueL0t_7Yu_ev2RrWK9dgDA
mexican,295,3.5,qHbQ2V9K_GJqLaOaielk_Q
mexican,3,4.5,IuKDP8HVHk7zsud1DXaPSQ
mexican,48,3.0,mIb2fcxjJ81y8omv7oyi7g
mexican,2,5.0,q1j4Xgq0_myV0hzgTZ2nkg
mexican,10,4.0,falSn6tDPEp-gf5O-wuarw
mexican,172,3.0,tKpTRuNe7JJD6IYFPVCXNg
mexican,24,3.5,a8zC7ZxpmfXOw-5fWAklRA
mexican,55,3.0,5-PKx1IrqV8dg7dyUCjvKQ
mexican,203,3.5,XYyIWs-3J4bZRZDfcsMquQ
mexican,7,3.5,JRiHG5F7Dc3Ce1YKBet3wA
mexican,86,3.5,2ajolU30h6rq66lm-qU1_w
mexican,650,2.5,POGfmcCkuLpkP_Vz98DuwQ
mexican,1,4.0,5wm-lMz4NP4atf6zAjGf1g
mexican,393,3.5,mVaslo987DCd3YC_0FtWxA
mexican,1,5.0,0t_fKf_rNPYgm6YPgy930Q
mexican,208,3.5,X8Tg6XHKERw-vdWRU4oH3Q
mexican,48,3.0,3l_Zr3YGr6cCwcKIAcPvOg
mexican,384,3.5,JYXDcwqsWp3d5tifAwgQ5Q
mexican,5,4.0,PotH1620yj4bJtGKL4bJPw
mexican,244,3.0,fTyE8UGWb_4Q05fd_H6YPg
mexican,1,4.0,_WXM0nmGO3oMbVVfFsugVA
mexican,378,3.5,t86q8MbsrW8pB8bmfwPWTw
mexican,164,3.5,FjeUodgFr0KCWJ1ylvGjdQ
mexican,52,3.5,GKF0TK-aSlPnCFxfvz5v7g
mexican,24,3.5,RCvhTT8MQegsFEZAvKLrGA
mexican,106,3.5,KRyzOZnbK-A7NmJM7xn21Q
mexican,4,5.0,v3dmPrIDJsvPII0WACZvpg
mexican,199,3.5,KzJYO3-2k9XJhOHVpXayZQ
mexican,29,4.0,ZVtui4cnUs7iXRJMDD1GwA
mexican,1,4.0,sp0TJe-0NrjbNf5cl8BOFg
mexican,101,3.0,Fj9ZANHw4gVd1W7UljnTFw
