bestAnswer,score,Cuisine,NumberOfReviews,Rating,RestaurantId
1,5.92E-01,mexican,71,4.5,1-QgkACd4atRtc4AOGWz_Q
1,9.86E-01,mexican,338,4,qtxoNOoblhVfN8dZUGboGw
1,9.98E-01,mexican,632,4,iK2jJQA72XRjf4nUD3cAnA
1,9.72E-01,mexican,36,4,WV4wYPAGb3W69MfBqIZDHg
1,9.72E-01,mexican,35,4,D4tGzWIAM7Z3HNoNxPS2Gw
1,5.08E-01,mexican,688,3.5,DTKKEogIt2wQm4UULYVGug
1,9.86E-01,mexican,92,4,u1KX3yw6L7pg1rbFl_Sx3Q
0,8.88E-02,mexican,18,3.5,zUryis8eMrzRE8ibDC9ffA
1,9.86E-01,mexican,166,4,4YeKYQoZHCx2xkbjmNhMbA
1,9.86E-01,mexican,106,4,_HxxUvRp-0FMH_RoEzG1TA
0,3.07E-02,mexican,2,5,UlGSfUiVs4V5oH9C4AHD5w
1,9.86E-01,mexican,393,4,7bD22UAtH56ikWYslOSIQg
1,9.86E-01,mexican,165,4,Lq9HxEUrkceCUDut00qlHQ
1,7.44E-01,mexican,90,4.5,9MWmRzKbw6-OR8O1fYa2fw
1,9.73E-01,mexican,16,4,AuKtb5a8DEe1qSVe_vwpzQ
1,9.86E-01,mexican,202,4,zupIzmhdcH0U6vJQQxDBiQ
1,5.92E-01,mexican,54,4.5,hOLv0a65RSb5QvFd0FrYjw
0,1.54E-01,mexican,499,3.5,o-KRgyTJoM4EM-K-rwe86w
1,6.83E-01,mexican,880,3.5,R5jpETY0OshPn-AeJjs0fA
1,6.08E-01,mexican,14,4.5,TV_rsstsxdcFh_YmaSSv_g
1,9.86E-01,mexican,126,4,vIDX92ttk7H-266e1Qo7RA
1,5.97E-01,mexican,9,4.5,nrwOQSXoRXfAYhkdjiUk8g
1,9.86E-01,mexican,259,4,#NAME?
1,9.86E-01,mexican,179,4,Y6FMtiM2Q3CwcuxI0E4USQ
1,7.44E-01,mexican,483,4.5,Ck09FempamAKGSPsV_bX-A
1,6.08E-01,mexican,15,4.5,6oH3qLZrBEeSp35ols195g
1,7.44E-01,mexican,229,4.5,VVe74-TKuROBvyS1XgVmvw
0,1.54E-01,mexican,421,3.5,5SOM3bh1R5K3RZ9E20TxUg
1,5.92E-01,mexican,34,4.5,WgAJUrVaMcMtQxsiIc02sQ
0,8.36E-02,mexican,61,3,wybGzEMjEKYkB3rzkMlLNg
1,9.86E-01,mexican,270,4,HOEjrJUwKBxSmQRVSILS8Q
1,5.92E-01,mexican,43,4.5,yk5SQblgPNqVjlhEA_DPaQ
0,1.54E-01,mexican,513,3.5,EHUNrnIgnhwTnpOm3gEESg
0,1.54E-01,mexican,185,3.5,uH45ofFeiz2LYzBBSrj09Q
0,8.36E-02,mexican,36,3.5,c6aQNxYlU1IeRrgSIZj6iw
1,9.86E-01,mexican,164,4,WyiTT3VHjzowMnOnUpZ7TQ
1,9.72E-01,mexican,6,4,MJr3nlShGfwBQZKqc2TvkQ
1,9.97E-01,mexican,641,4,Ko95LRE9AAvb2Lk9Iwh2-Q
1,9.86E-01,mexican,328,4,UH_aksIxzGPPyhWZJbTP7A
1,6.08E-01,mexican,13,4.5,Rftb0GjAxtG1imaTofwBwQ
1,9.72E-01,mexican,59,4,tvqtAjAyc7dplVVwhw3VZQ
1,9.72E-01,mexican,48,4,V-yI80ii8Sau_BOQsDhz-A
1,9.86E-01,mexican,299,4,t2nLcM6iuDDtBFfBbUI4_g
0,8.51E-02,mexican,4,5,jf95dOTlZB7oPWz9JLgaQA
1,9.86E-01,mexican,210,4,RGSjUKs-hNpCSafrFcU-VQ
0,1.54E-01,mexican,332,3.5,7I-4qCgJq3n0yan1ChE-ew
1,7.44E-01,mexican,287,4.5,SUVMcqAwPHhcRMtfv_djRQ
1,9.86E-01,mexican,101,4,IS8TakHCKVZc-R_-92jo0Q
0,1.54E-01,mexican,340,3.5,2iwT3iutZvmqzmu7oOkWFw
1,9.86E-01,mexican,161,4,cQWUPxESnMx69dshABS_rg
1,7.44E-01,mexican,97,4.5,Pikhqmsy370W2BXHnNfP0g
1,9.86E-01,mexican,253,4,7RgdHGMY9Xa2Ur5y7vSBZQ
1,9.91E-01,newamerican,243,4,N90gLDq4XgqYanlRqaeNKg
1,9.86E-01,mexican,134,4,AnAZaBsEuBjYvzaPMTN0oQ
1,9.86E-01,mexican,95,4,UwZtUMsxS-mwWpeZnrO49g
1,5.92E-01,mexican,22,4.5,#NAME?
1,9.86E-01,mexican,473,4,_M5FVY4hkcuU-ASdVZPfRQ
1,9.72E-01,mexican,6,4,wqEPTJBbqG3QKysMxNQQCA
0,1.54E-01,mexican,98,3.5,8CTaeOtqr461Ah5yWcnCPw
1,5.92E-01,mexican,32,4.5,lKn-9P_F6cIwT0uL3xDnbw
1,9.72E-01,mexican,69,4,U02ibutbgrC3uQzEq4w2ww
1,6.08E-01,mexican,11,4.5,HrrJ1OdstzLJCC5JQrHWGA
0,1.54E-01,mexican,186,3,eTWPn3e-BVBAjXKLDlB84A
1,7.44E-01,mexican,279,4.5,BxnrBKdLwdaEXyq97uxgKg
1,9.86E-01,mexican,94,4,cy0vBvZu2Eb4XtRFCp8Seg
1,9.22E-01,mexican,1,4,KNo4WyHcQ8Kwd4zXy_mhfA
0,1.54E-01,mexican,451,3.5,jB5fXguSmlX65asSB3KIfQ
0,3.36E-01,mexican,2,4.5,0XuJtcq9nMdAWyhJ_fZC-w
1,9.72E-01,mexican,79,4,MnGdp1pYDP-wK57o2lJcwg
1,6.36E-01,mexican,573,3.5,8WSRmH4rsSRJN1jN0qmT_A
0,1.54E-01,mexican,331,3.5,La78lTOdzTrdFYTGXUp7og
1,9.72E-01,mexican,34,4,h1PXV90jW1bXIWVlKiF0NQ
1,9.72E-01,mexican,73,4,iuYUDoWjPcEYVo1Gz3_3uA
1,9.86E-01,mexican,99,4,HfVMTVjgxumjFpUF_T8mqg
1,9.86E-01,mexican,266,4,_PWUuHHqyfJBrTROPR72Fw
0,1.54E-01,mexican,177,3.5,5fUY5sq00VMPdb1SDJWBug
1,9.86E-01,mexican,159,4,kawmpvfSzhDAy9pk8n3MxQ
1,9.86E-01,mexican,108,4,iXtZQ7twXQiv7j2ZdxZqUg
0,8.36E-02,mexican,39,3.5,JnOYZqzRBHkEB_mvMXph_g
1,9.73E-01,mexican,12,4,529zJk9IcMZt4txd6ITTCA
1,9.86E-01,mexican,251,4,QIsFsiOP3H_NkgeWST7GPA
1,9.73E-01,mexican,19,4,z8vXi1YUygf80jYHqj8r8A
1,9.72E-01,mexican,71,4,EZ-ec_6fXPsZiDshbFMnjA
0,8.51E-02,mexican,6,5,1RH0vDVLgWrzJ2T0-PGM3w
1,9.86E-01,mexican,96,4,yGQT6OZ-nNIhTKj32wRlmA
1,5.92E-01,mexican,55,4.5,98Bm2w9RzNJQZo4U3jSgQQ
0,1.54E-01,mexican,228,3.5,SXWnyFNLCehVlJPRxk7gAg
1,6.88E-01,mexican,1294,3.5,dYWjNK07igws9jFNgQmhng
1,5.08E-01,mexican,747,3.5,TgoYhgbPCYhLBNtpue3QHg
1,7.44E-01,mexican,132,4.5,ipmOYDh9snm3ZUv546MACQ
1,7.44E-01,mexican,145,4.5,NKDLr_aBy5WRX8-JR_SGyQ
1,9.86E-01,mexican,94,4,K4eXKHHG-ycydt7jeZTqSw
0,1.54E-01,mexican,126,3.5,v7hwkFxrz2pORrT9Fiiovw
1,9.86E-01,mexican,270,4,HSQrBVZ0wiXYs96yEt2qUw
0,8.36E-02,mexican,53,3.5,AIw_q3kqThesAPHZZ2A85A
1,9.86E-01,mexican,264,4,ci0-GO_iMb0NdTCUYWjocQ
0,1.54E-01,mexican,145,3.5,Ahx8GsuAGUl8TgqCWP7uXw
1,6.88E-01,mexican,1078,3,0u411BT5S3hGdnjkQ3eLOA
0,1.54E-01,mexican,447,3.5,Jb6g3-HKC__8X1i-PcekJw
1,7.44E-01,mexican,155,4.5,QJ1o9d1PVEE676rbzRUNjA
1,5.92E-01,mexican,35,4.5,n_0zk3Lm7PKChIaZL8EorQ
1,9.72E-01,mexican,47,4,E4bvZKVGLolSwNBPjw2JMA
1,9.86E-01,mexican,138,4,njV8tFM7PivgDhWng_Lb6g
1,9.86E-01,mexican,226,4,pOgAM5F7zTAW7Y_sCjycWQ
0,1.54E-01,mexican,376,3.5,cqzTgTxWn-_NJBw6EGPKfw
1,9.72E-01,mexican,50,4,FrYsIO_pXB6csWkvy-nfbQ
0,1.54E-01,mexican,280,3.5,xGoSAOhQBNdJMJmPn7CMDQ
1,9.86E-01,mexican,134,4,9ijkw9x8oSSSnsUo5uR4Xw
1,9.86E-01,mexican,142,4,0Y8dv9UHGquFkWlVK7PdjA
1,7.44E-01,mexican,83,4.5,8gmRUYZIcfmWl0pFB60tpA
0,1.54E-01,mexican,480,3,OoFr5pilPnfIhH5Uvj7aAw
1,9.86E-01,mexican,101,4,jeWIYbgBho9vBDhc5S1xvg
1,9.86E-01,mexican,251,4,VsqHs36uLxhqmjo60r1aJA
1,9.86E-01,mexican,365,4,Yilk_Ucz4L6w9EmvAS2gHg
0,8.36E-02,mexican,26,3.5,SbSfNyGKyarQC-ixuIn7fw
0,1.54E-01,mexican,143,3.5,BjJKFJkC3V9vXgr30GL3vw
1,5.08E-01,mexican,675,3,RyEd54MOTc5OcYtOiDt11g
1,9.72E-01,mexican,63,4,mbypsN1lvR1k__cJMkn51w
0,1.54E-01,mexican,219,3.5,Nj4x1DEPDk2gCxm3h_AkKw
1,9.86E-01,mexican,101,4,2kPGo5wA33eBJj-OzA96tQ
1,9.72E-01,mexican,26,4,5C380xgCBJ9QEkSnyLCd0w
0,8.36E-02,mexican,71,3.5,xmbBNjDuGEyeQFTkQPHMLQ
0,3.36E-01,mexican,3,4.5,bly3jHNlMEiNCDTYB-qbrQ
0,1.54E-01,mexican,416,3.5,DyraY-I4fsow50n9MNbwnQ
1,9.86E-01,mexican,92,4,uwUzZf2IQFVb5puJuNd9rA
1,5.08E-01,mexican,667,3.5,1m6viubAWUgsTgguIrJT6A
0,1.54E-01,mexican,185,3.5,#NAME?
0,1.54E-01,mexican,259,3.5,v8tuFxvNkKdZytWTn9BhMA
1,9.86E-01,mexican,165,4,TJCyocLYrUBfbf8r0DaBXw
1,9.86E-01,mexican,222,4,phfxciZ6-Hch_HbW_tvm_A
0,1.54E-01,mexican,134,3,2jOmLcfVsSScZCzlCFR4mw
1,9.86E-01,mexican,253,4,hmx8vUMYJPTbfgN8c7A5LA
0,8.36E-02,mexican,55,3.5,PbLGoaIkihF2JPnVRFtxxw
1,9.72E-01,mexican,80,4,_URXTaYBbd2XX5qJbDkKAg
1,9.86E-01,mexican,195,4,KyOtOluTH8c8SICpf85thg
1,9.86E-01,mexican,156,4,XO6IbZn2oxonPrfcXHK4HA
0,1.54E-01,mexican,118,3.5,sA1BRfKeVivN63XZDInrRw
0,1.54E-01,mexican,136,3.5,_gwi6OqeNiTmWUBf1lcRGw
1,9.86E-01,mexican,251,4,qQIF8nQE1eliKObIlFvBaQ
0,1.54E-01,mexican,90,3.5,uLWp1QR_W2WJImMnB706hg
1,5.92E-01,mexican,23,4.5,b_3yI7FXcIle71lD9Tulww
1,9.86E-01,mexican,278,4,hAqVb9_eVaijpAJknfhZug
1,9.86E-01,mexican,84,4,m3C3d47Bh4NJHGXvT6Rqbg
1,9.72E-01,mexican,8,4,azzY-Z_inGaS3ymEh50vwA
1,9.72E-01,mexican,44,4,qGpDDZKwlkuJNL-OurWivw
1,5.92E-01,mexican,32,4.5,0Nu2kmbWnfP7GD-NZ5h3fw
1,9.86E-01,mexican,188,4,X0IWYIpyp-eeD783EqVGWw
1,9.72E-01,mexican,46,4,Xod3ODMcVvAgZR_tS8LJVw
1,6.88E-01,mexican,1093,3.5,QwL5LS436Xjo9MHFi2rc-g
0,8.36E-02,mexican,70,3.5,QP77bL34-vftZFZZC2N7sQ
1,9.86E-01,mexican,171,4,mfJaJSspapkcL2MIsNuUjw
1,5.08E-01,mexican,654,3.5,1nR3kKOs938gcgnw6p5wjg
1,9.72E-01,mexican,28,4,7l0uy47dEHXg2S1lA1s-EQ
1,9.86E-01,mexican,218,4,Sk-mHDPvuvlCjT1BGKoH4w
1,9.72E-01,mexican,21,4,UQ5gXOihecwqEWW2vfv0BA
1,9.72E-01,mexican,65,4,nm7uUS4Qa6xB-VMm1bnbEA
1,5.97E-01,mexican,6,4.5,B2RP0JwTBsQhS1n5_DQG0Q
0,1.54E-01,mexican,150,3.5,FkA9aoMhWO4XKFMTuTnl4Q
1,9.98E-01,mexican,533,4,oSFL1AVZYouS4YrDjoLyLA
0,1.04E-03,mexican,29,2.5,NjUWKAhO0JG7z7Xr-QCS_A
0,1.54E-01,mexican,328,3.5,0o0s6bUIuy0LTGNR3xYzzw
0,1.54E-01,mexican,366,3.5,2hmhZim4bX2lbjPSNc7LaA
1,6.08E-01,mexican,12,4.5,0MqKMvDvmw6s3mnycYLcog
1,5.97E-01,mexican,9,4.5,1a05ax5TsfdJo4YWUlHowQ
0,1.54E-01,mexican,140,3.5,VREXC353INWXdSyTYvt8Lg
1,9.73E-01,mexican,16,4,vvev861zA81pk7GluKMddw
0,8.36E-02,mexican,67,3.5,Ai2mbsb0cYZoMWC3DAAP3Q
0,1.54E-01,mexican,233,3.5,Sd8cNodYP1fmeJ3BA_sTqw
1,6.08E-01,mexican,20,4.5,vrqYwnxpJng6c85_OdZMSg
0,1.54E-01,mexican,343,3.5,1UqrqRx_35w87pQeg17Gqg
1,9.72E-01,mexican,6,4,YgLnMlaFhnZGLHEyF2D_Eg
1,9.86E-01,mexican,208,4,r5NT8-nV4py2c-mppTKucQ
0,8.51E-02,mexican,6,3,leUXBmQM20wyhcWrNS68gA
1,9.72E-01,mexican,24,4,_8ID_2uUGkhOEVUEzNH47A
1,9.72E-01,mexican,9,4,vxbYJh2hpNrNcdO_z781cw
1,9.72E-01,mexican,30,4,RjblkxUBTtzG-tcgFyCofA
1,9.72E-01,mexican,69,4,IE2GLzjRVMSxqmvE_zlq2A
1,5.92E-01,mexican,39,4.5,m8z1eTTetr-JbSM1HU2t6Q
1,9.72E-01,mexican,29,4,2h9uosx5vBHWJR23T0PhqA
0,8.36E-02,mexican,37,3.5,Jw6nTaia5rdxefvg5tQ9uQ
1,9.86E-01,mexican,236,4,J9pgjC191T-odCmTAG-grQ
0,8.88E-02,mexican,12,5,g2LFwlFjAd9RdGC3zxwkYQ
1,5.92E-01,mexican,75,4.5,tK_4ECZ0EPIhW8588hfn5g
0,1.54E-01,mexican,395,3.5,bHJWjEg_sGjrlSHIOX6Mqg
1,9.86E-01,mexican,205,4,6rM-N1SBbKPC7DWZNg5awQ
1,6.08E-01,mexican,11,4.5,BkBTo5jX5npVxtmc1rrKUw
1,9.86E-01,mexican,134,4,jQjQHNAM8xXB73kFkfg9kA
1,9.72E-01,mexican,10,4,60sLpAHHl-IvANGTRzfCow
1,9.72E-01,mexican,36,4,rNldYbdOcJRGmLgD29ZELA
0,1.54E-01,mexican,430,3,i0CffTc5rmXjQOqq7g3I6Q
1,7.44E-01,mexican,215,4.5,rHp_v8fU82U93hYPj3L_3A
1,9.72E-01,mexican,69,4,6Dyvbe04UjeNTh7YbykZ8w
1,6.36E-01,mexican,630,3.5,3DNtS1_3gobrYQBAwDx4DA
1,9.86E-01,mexican,308,4,jzVv_21473lAMYXIhVbuTA
0,8.36E-02,mexican,35,3,UVDCFAjuDFZDHt1vGLl__Q
1,9.86E-01,mexican,95,4,RLjlJPtciMdE2nEurLmmNQ
1,9.86E-01,mexican,209,4,1Ylu26XW3F6gSJWdFw6-8g
0,1.54E-01,mexican,161,3.5,xWLSJOiN1mMRHmBmHyjAfw
0,8.36E-02,mexican,68,3.5,DjtjAuN5jWd_ukx0YWUFWw
1,9.72E-01,mexican,77,4,hcI6TVxFyVNEPXg3rF1bQw
1,9.86E-01,mexican,129,4,j4QECkHqVZzTfJVdAmy7lw
0,2.07E-03,mexican,111,2.5,7B7lFbjmXqim9LCpr-jBQg
1,9.86E-01,mexican,433,4,iUOijKvgnv_4Iu758CqlOg
0,1.54E-01,mexican,190,3,xIi-TO8iDQCy1ZSHe11_Zw
0,8.88E-02,mexican,11,3.5,deeYRHT_KImu4ueu_qCQEg
1,7.44E-01,mexican,354,4.5,k3iUNUGsl-xpQ_EsOfTadA
0,1.04E-01,japanese,11,3,IT8X2pHUih-pBMzMN9n7Rw
0,1.54E-01,mexican,140,3.5,E_oFzRY-7j9T04qHkORCsw
0,1.54E-01,mexican,241,3.5,FavssEgZjXFi2unEXePkVQ
0,1.54E-01,mexican,144,3.5,4sHkiQ0qURBjL_gVLQbGPw
1,6.36E-01,mexican,610,3.5,jFYEsw6_4y4VMpSVB863sw
0,3.07E-02,mexican,3,3.5,_iudQMDLRlhLGe35xSeWRw
0,1.54E-01,mexican,117,3.5,xN4yKQMzo3PIoQlFamUOLQ
1,6.36E-01,mexican,612,3.5,5LO5C4doYF_UP2OB29zYMg
1,9.86E-01,mexican,98,4,AgHjo6NP9VTuAU8jCKFHjw
1,6.83E-01,mexican,960,3.5,d7YbQzGlmawMGAzUHzZvuw
0,1.54E-01,mexican,84,3,HiO_eEu1kwUDM30YEjoG-g
1,9.72E-01,mexican,72,4,#NAME?
0,1.54E-01,mexican,324,3.5,J_9-q-WFMWg5swNVzzZ_XA
1,6.36E-01,mexican,539,3,zVvEFNvlyBbQ6edjIE2gBg
0,1.54E-01,mexican,189,3.5,aIigHZBgXDHXalBZMRHsvg
1,9.73E-01,mexican,20,4,uGUXV74PbdcYeHEqntDh2w
0,8.36E-02,mexican,28,5,jF9hIgD5MvZBXyKvztUtSA
1,9.72E-01,mexican,6,4,mpGDqwli5h03SpCnJfbbPQ
1,5.92E-01,mexican,32,4.5,hR1bG0jgd2_Z9Q5L6siTEw
0,1.54E-01,mexican,245,3.5,xlv_CcDXH1hkG4Wq5mECkQ
0,1.54E-01,mexican,83,3,6k6PRNSLnExNes-iGcu1EA
0,3.36E-01,mexican,3,4.5,h9XrjdkLOtkUi5tDWyCdOQ
0,1.54E-01,mexican,145,3.5,6ptX8V8WW_IzhHXLJ4SRAA
1,9.86E-01,mexican,94,4,NXjCypQNl7tBrdR3gkFqdg
1,9.72E-01,mexican,9,4,Irajo1p3HkygjlhDiIZ_hg
0,1.54E-01,mexican,352,3.5,uipFunIVqRWwopfEvrscyQ
0,8.51E-02,mexican,6,5,tk5cnLJDAlUmX_ZYBGzw1w
1,9.72E-01,mexican,26,4,4EGq0GMAJwGIrfhVg4PxVw
0,8.36E-02,mexican,27,3.5,a7QpqI_WDjo6fiedXlKpfQ
1,9.86E-01,mexican,336,4,DQuwci5xgJxXx7dxxp9FBA
1,9.86E-01,mexican,218,4,4c4Uwb5yUqXJ-inkcDinIg
1,8.95E-01,italian,110,4.5,bwvd5ZwBTXdpCwJktU-P8g
0,8.36E-02,mexican,31,3,drHqgDkBC5lDv1Qge1IyZQ
0,1.54E-01,mexican,287,3.5,KtzxoHCm9N9QJi31TNjbhw
1,7.44E-01,mexican,212,4.5,6Pa3-9piblDJu0l8u84Jhg
0,1.54E-01,mexican,237,3.5,A1tXlvO0BsRhCnujvSuKkA
1,9.72E-01,mexican,42,4,hLXOnp4TB7M0VllhqeqBJQ
0,8.36E-02,mexican,73,3.5,FeSZi6LBCcAIipoSua6dXg
1,9.91E-01,newamerican,248,4,tuP7STBjszTvKcQLeFMnkw
0,1.54E-01,mexican,86,3.5,5-PACrYhXSUcji3rX8zu3g
1,9.72E-01,mexican,26,4,#NAME?
1,5.97E-01,mexican,7,4.5,USbP_ZBNSP0h_gja_xob5w
1,7.44E-01,mexican,96,4.5,yvva7IYpD6J7OfKlCdQrkw
0,1.06E-03,mexican,7,2.5,1HtZsm9iltPJYNeUE5uSnA
0,1.54E-01,mexican,187,3,Cn0aZzeIrulN6N4OF7eMdQ
1,9.72E-01,mexican,65,4,Z3wa8EmAr0yfihPZZMLE_A
0,1.54E-01,mexican,380,3,5Ia7a72M6b8ht88mD_E3-A
0,1.54E-01,mexican,332,3.5,t9JRIzyQoJU29WeVBLU7Lw
1,6.36E-01,mexican,528,3.5,NcIUA8l_kmbPEwqI9lzELg
0,1.54E-01,mexican,189,3.5,vFS4XkHymNm0agxIVf2mhw
0,8.36E-02,mexican,46,3.5,VxfrYW5Ha8jMDt3CCudLfg
0,1.54E-01,mexican,206,3.5,4yEZo9Ei4NZB8nUCCevKgg
0,1.54E-01,mexican,186,3.5,0oRYwB_SLqjHptvUQwwe2w
0,1.54E-01,mexican,359,3,hrswGldQVdR9OJRtqp0TxA
1,5.92E-01,mexican,22,4.5,Wlj9n6dT13EwteluUBACXA
1,5.97E-01,mexican,6,4.5,L1-qxIGlGqad0mLWhW1PUg
1,6.08E-01,mexican,11,4.5,OYLap8kSwmpGiYSZPl_GnQ
1,5.92E-01,mexican,28,4.5,bx6z2FgYUxElWDvGyeFKiw
0,8.36E-02,mexican,64,3.5,rKhwtWGawgIXnTVW3Nl3YA
1,9.86E-01,mexican,129,4,dh3px6yeYcUUN_WkzXxj7Q
1,6.08E-01,mexican,12,4.5,V7K_-h2EzCjoAWxsHiLXQg
0,8.36E-02,mexican,62,3.5,8Gg_SoA5TA7pLNB-xuPhPw
1,5.92E-01,mexican,69,4.5,GNdUcCQH-7pnE2gT8Aq6-w
1,9.86E-01,mexican,365,4,zRLNm8U-KGMeotCaE5Xaww
0,8.36E-02,mexican,59,3.5,4bSYj9nl_mAXIqpA2loIag
1,9.72E-01,mexican,21,4,q8YAM38nAsVoRcWOER9I9A
1,6.36E-01,mexican,572,3.5,HKBJGt04_ZSdiIWA_6J8kQ
1,6.08E-01,mexican,16,4.5,ojABtG3n4R7z9HxPOvfexQ
1,9.72E-01,mexican,31,4,tt91_FxQHt2H_cmVbWFU_A
1,6.08E-01,mexican,17,4.5,y3-70vWvjH7TY-XONHijtQ
1,6.08E-01,mexican,18,4.5,9kT0F2cA8FIMZqBPQTSr8Q
0,3.07E-02,mexican,2,5,#NAME?
0,1.54E-01,mexican,93,3,WAJr4rYfUyVct2bHLExqaA
0,8.51E-02,mexican,5,3,e9nKK7tldpI2o_9eHZ2y6g
1,9.72E-01,mexican,24,4,BRqPr7YpcQCu23e5i__Frw
0,1.54E-01,mexican,349,3.5,VThwGCuC6JVaxAgnmuJDRg
0,8.36E-02,mexican,45,3.5,hMZvA0frin8K1dTtRCm9UQ
0,1.54E-01,mexican,156,3.5,gLar0VXuQDv9MKGU_ooqGg
1,9.86E-01,mexican,161,4,wO9FMvtYqsJoYrnHDASE0A
0,1.54E-01,mexican,459,3.5,rWhN2fYnfgJctQbuFPSbdQ
0,1.54E-01,mexican,335,3.5,_5BoZ_C5zEl5M_MxT1W39w
0,8.51E-02,mexican,6,5,UnpKXwYRHGAU4HNNN7__-w
0,1.54E-01,mexican,373,3.5,B6bEkY9sJ_GU2pD2Rwb4gg
0,1.54E-01,mexican,100,3,AABqAsYdRI9gSyU1gStdxg
0,8.36E-02,mexican,79,3.5,mgl-H8o6Ld4B3Zlrv3_bYA
0,1.54E-01,mexican,386,3.5,hV5JjlaSFrXezfZLHSaWeQ
1,9.72E-01,mexican,26,4,iUsk8CPoDyoBmwVdU1_9QQ
0,1.54E-01,mexican,338,3.5,bCCW3DOK5vDR6x4qb2YzFw
1,5.97E-01,mexican,6,4.5,fz-d4WXR59kq42a-Lgmb7A
1,9.22E-01,mexican,3,4,g1vMSAQPakiuwnphjJVohQ
0,1.54E-01,mexican,496,3.5,zjnnccSIpMdx5fN-MxAr_w
0,8.36E-02,mexican,39,3,_XPusO4eMV3L9TiD38I4gw
1,9.72E-01,mexican,39,4,xAP5LWPsd9aedbuj8vo8_Q
0,1.54E-01,mexican,325,3.5,PsYY7NHs5cFEI5hW5IZUlg
0,8.51E-02,mexican,4,3.5,mg8KOjcqbUcS2Zc_mGNdjg
0,8.51E-02,mexican,7,5,X5sTOOvtKgZHd5F6-Usr6g
1,9.72E-01,mexican,72,4,8ptywurhx5lYbXB0TmjMFQ
0,3.07E-02,mexican,1,5,5unNdabhETOzCjz5L3FWmg
0,1.54E-01,mexican,419,3.5,bbb6QZReetkrrubqGWJokQ
1,5.92E-01,mexican,68,4.5,0tzK7l-DWDpG5UrYKL_mxw
0,1.54E-01,mexican,316,3,jgFMmMnwipOBv8jOUQpjRQ
0,8.88E-02,mexican,12,5,YOuxIvQh4RbX14Sh98m74Q
1,9.72E-01,mexican,21,4,vySCsap61EhXrspq6TqaUg
1,5.92E-01,mexican,41,4.5,_VXlKJEUEoP0wG6ZxruteQ
0,1.54E-01,mexican,88,3,oVErTSAtA-DgyKoncr8NkA
0,8.51E-02,mexican,5,3.5,5ksp2mp2s6MEQA201sRaXA
0,8.36E-02,mexican,46,3.5,7xY3vxBy7yFF5dVAi-6hPQ
1,9.72E-01,mexican,38,4,ONUgIihg-ROELPgKiWfs7A
1,9.72E-01,mexican,35,4,J7hRmPAGnOcd2OJsN_eV9g
0,8.36E-02,mexican,50,3.5,wFfRYO2rlEP0nUfLliuJEg
1,5.97E-01,mexican,6,4.5,14gt2epj7Tbbcu1HRwjwBw
0,1.54E-01,mexican,353,3.5,ojeMH0rbOOMx9ajChbVkJQ
0,1.06E-03,mexican,5,2.5,lO6pSL1UeWm7R3ovDuClgg
0,1.54E-01,mexican,244,3.5,xBx9GgsH2Npbcp7foPobQA
0,1.54E-01,mexican,107,3,GeL6wGdzhdEhuIFQau3ocQ
0,1.54E-01,mexican,193,3.5,CaFkfhLxjzPAxS9-G6lNVg
1,5.92E-01,mexican,62,4.5,DGa4PysLx10aRnXqRQ4Cng
1,9.72E-01,mexican,6,4,muBVnr4xZD4mCn4VF4BKHw
1,9.72E-01,mexican,29,4,03TL_ZHn2NmNoejTTXTD3g
0,8.36E-02,mexican,71,3.5,bVi0Rk_GfkrJJELLXaqEeA
1,9.22E-01,mexican,1,4,3BKL0oAAAz4viDGbqYvvcQ
1,6.36E-01,mexican,628,3,zxMoUHqFiI3rKoKdY8SFwg
1,9.73E-01,mexican,13,4,NMvGg6AwvEMUEjIF1z9Ghw
1,5.92E-01,mexican,21,4.5,01QgNCtuW0rZXlwY8dGCrw
1,9.72E-01,mexican,31,4,Po8p45GKZ4JFycI3ZSAwig
1,5.97E-01,mexican,4,4.5,k_OWePsMoly3PjH3lIYMMQ
1,9.86E-01,mexican,281,4,H-EZ1g_3M8oNHctGjnddwQ
1,6.36E-01,mexican,537,3.5,VIIfYEzIppjps0K_J_8zLg
0,8.36E-02,mexican,57,3.5,WyeBhonhjnjzzpuPJ1euvw
1,9.72E-01,mexican,55,4,v9u61QOTbs6RqZC1iEQtRQ
0,1.54E-01,mexican,223,3,j9tAoiEsgSS85QV04pY3lQ
0,1.32E-01,newamerican,25,3.5,ywQzvW5TT6hj1tbiwE4M9w
1,6.08E-01,mexican,19,4.5,ExQfm2tIiqHst798dXbUIw
0,8.88E-02,mexican,20,3,dlPGWZdnYiOuwuS9u_CbGA
1,5.97E-01,mexican,9,4.5,c6hgNqha9xjpfM6A4POALg
1,5.97E-01,mexican,6,4.5,dpWHRaZ_PfwIyeQRDOeOyQ
1,5.92E-01,mexican,70,4.5,qLh8nLAg8UZE-5Cn_ctCLw
1,9.86E-01,mexican,175,4,8_4S2ZUViG_gYoURPENTuA
0,1.54E-01,mexican,91,3.5,q676_lJf_DMZGlDRP-9TPw
1,9.72E-01,mexican,38,4,GuqvwAFpjjz3m3vicbJBTQ
0,1.54E-01,mexican,175,3.5,17F3KNRiGTPdDonxCEL5-Q
0,1.54E-01,mexican,303,3.5,CEUEvlh2jDfGpj-2BuTInA
1,9.86E-01,mexican,280,4,UmY9dyGOclJ0tGbn1IozlA
